Inn; FullName ; shortname ; region ; founder ; Kpp ; students_2018 ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5404105079;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ГЕОСИСТЕМ И ТЕХНОЛОГИЙ"" "; СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ГЕОСИСТЕМ И ТЕХНОЛОГИЙ ; Новосибирская область ; Министерство образования и науки Российской Федерации ; 540 401 001.00   ; 5 475.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5405115866;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ (СИБСТРИН)"" "; НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ (СИБСТРИН) ; Новосибирская область ; Министерство образования и науки Российской Федерации ; 540 501 001.00   ; 4 781.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5407121512;" Федеральное государственное бюджетное образовательное учреждение высшего образования ""Сибирский государственный университет водного транспорта"" (ФГБОУ ВО ""СГУВТ"") "; Сибирский государственный университет водного транспорта ; Новосибирская область ; Федеральное агентство морского и речного транспорта ; 540 701 001.00   ; 5 638.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5406108519;" федеральное государственное бюджетное образовательное учреждение высшего образования ""Новосибирский государственный университет архитектуры. дизайна и искусств"" "; Новосибирский государственный университет архитектуры. дизайна и искусств ; Новосибирская область ; Министерство образования и науки Российской Федерации ; 540 601 001.00   ; 1 062.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5407121167;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НОВОСИБИРСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ М.И. ГЛИНКИ"" "; НОВОСИБИРСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ М.И. ГЛИНКИ ; Новосибирская область ; Министерство культуры Российской Федерации ; 540 701 001.00   ; 487.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5407263002; НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕАТРАЛЬНЫЙ ИНСТИТУТ ;" ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ТЕАТРАЛЬНЫЙ ИНСТИТУТ"" "; Новосибирская область ; Правительство Новосибирской области. департамент имущества и земельных отношений Новосибирской области. министерство культуры Новосибирской области ; 540 701 001.00   ; 242.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5321033744;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НОВГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ ЯРОСЛАВА МУДРОГО"" "; НОВГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ ЯРОСЛАВА МУДРОГО ; Новгородская область ; Министерство образования и науки Российской Федерации ; 532 101 001.00   ; 7 523.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5262004442;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. Н.И. ЛОБАЧЕВСКОГО"" "; НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. Н.И. ЛОБАЧЕВСКОГО ; Нижегородская область ; Министерство образования и науки Российской Федерации ; 526 201 001.00   ; 24 684.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5260001439;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Р.Е. АЛЕКСЕЕВА"" "; НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Р.Е. АЛЕКСЕЕВА ; Нижегородская область ; Министерство образования и науки Российской Федерации ; 526 001 001.00   ; 12 177.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5260037940;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКАЯ ГОСУДАРСТВЕННАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ""МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ "; НИЖЕГОРОДСКАЯ ГОСУДАРСТВЕННАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ ; Нижегородская область ; Министерство здравоохранения Российской Федерации ; 526 001 001.00   ; 4 335.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5260002707;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ"" "; НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ ; Нижегородская область ; Министерство образования и науки Российской Федерации ; 526 001 001.00   ; 9 048.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5260001277;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ КОЗЬМЫ МИНИНА"" "; НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ КОЗЬМЫ МИНИНА ; Нижегородская область ; Министерство образования и науки Российской Федерации ; 526 001 001.00   ; 8 090.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5260001076;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОЛЖСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ВОДНОГО ТРАНСПОРТА"" "; ВОЛЖСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ВОДНОГО ТРАНСПОРТА ; Нижегородская область ; Федеральное агентство морского и речного транспорта ; 526 001 001.00   ; 6 781.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5217003729; НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ИНЖЕНЕРНО-ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ ;" ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ИНЖЕНЕРНО-ЭКОНОМИЧЕСКИЙ УНИВЕРСИТЕТ"" "; Нижегородская область ; Министерство образования Нижегородской области ; 521 701 001.00   ; 1 995.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5261002795;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКАЯ ГОСУДАРСТВЕННАЯ СЕЛЬСКОХОЗЯЙСТВЕННАЯ АКАДЕМИЯ"" "; НИЖЕГОРОДСКАЯ ГОСУДАРСТВЕННАЯ СЕЛЬСКОХОЗЯЙСТВЕННАЯ АКАДЕМИЯ ; Нижегородская область ; Министерство сельского хозяйства Российской Федерации ; 526 101 001.00   ; 4 495.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5260047352;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ЛИНГВИСТИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Н.А. ДОБРОЛЮБОВА"" "; НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ЛИНГВИСТИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Н.А. ДОБРОЛЮБОВА ; Нижегородская область ; Министерство образования и науки Российской Федерации ; 526 001 001.00   ; 2 458.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5260038527;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМ. М.И. ГЛИНКИ"" "; НИЖЕГОРОДСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМ. М.И. ГЛИНКИ ; Нижегородская область ; Министерство культуры Российской Федерации ; 526 001 001.00   ; 626.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5190100176;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МУРМАНСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"" "; МУРМАНСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ; Мурманская область ; Федеральное агентство по рыболовству ; 519 001 001.00   ; 3 279.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5191501710;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МУРМАНСКИЙ АРКТИЧЕСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"" "; МУРМАНСКИЙ АРКТИЧЕСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ; Мурманская область ; Министерство образования и науки Российской Федерации ; 519 001 001.00   ; 4 580.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7709123968; МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЛАСТНОЙ УНИВЕРСИТЕТ ; ГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ОБЛАСТНОЙ УНИВЕРСИТЕТ ; Московская область ; Московская область. Функции и полномочия Учредителя осуществляет Министерство образования Московской области ; 770 901 001.00   ; 10 906.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7716237532; Академия социального управления ;" Государственное бюджетное образовательное учреждение высшего образования Московской области ""Академия социального управления"" "; Московская область ; Министерство образования Московской области ; 771 601 001.00   ; 1 021.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5010010374;" Университет ""Дубна"" ";" государственное бюджетное образовательное учреждение высшего образования Московской области ""Университет ""Дубна"" "; Московская область ; Министерство образования Московской области ; 501 001 001.00   ; 4 645.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5034082850; ГОСУДАРСТВЕННЫЙ ГУМАНИТАРНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ;" ГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ГОСУДАРСТВЕННЫЙ ГУМАНИТАРНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"" "; Московская область ; Московская область в лице Министерства образования Московской области ; 503 401 001.00   ; 5 130.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5047015964;" Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный институт культуры"" "; Московский государственный институт культуры ; Московская область ; Министерство культуры Российской Федерации ; 504 701 001.00   ; 5 653.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5018051823; ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ;" ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"" "; Московская область ; Министерство образования Московской области ; 501 801 001.00   ; 2 486.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5038005448;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТУРИЗМА И СЕРВИСА"" "; РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТУРИЗМА И СЕРВИСА ; Московская область ; Министерство образования и науки Российской Федерации ; 503 801 001.00   ; 5 291.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5022014285; Государственный социально-гуманитарный университет ;" Государственное образовательное учреждение высшего образования Московской области ""Государственный социально-гуманитарный университет"" "; Московская область ; Министерство образования Московской области ; 502 201 001.00   ; 4 679.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5027053224;" Федеральное государственное казенное образовательное учреждение высшего образования ""Российская таможенная академия"" "; Российская таможенная академия ; Московская область ; Федеральная таможенная служба ; 502 701 001.00   ; 7 862.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5027037060;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКАЯ ГОСУДАРСТВЕННАЯ АКАДЕМИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ"" "; МОСКОВСКАЯ ГОСУДАРСТВЕННАЯ АКАДЕМИЯ ФИЗИЧЕСКОЙ КУЛЬТУРЫ ; Московская область ; Министерство спорта Российской Федерации ; 502 701 001.00   ; 2 353.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5001007713;" федеральное государственное бюджетное образовательное учреждение высшего образования ""Российский государственный аграрный заочный университет"" "; Российский государственный аграрный заочный университет ; Московская область ; Министерство сельского хозяйства Российской Федерации ; 500 101 001.00   ; 8 438.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5040036468;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ГЖЕЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"" "; ГЖЕЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ; Московская область ; Министерство образования и науки Российской Федерации ; 504 001 001.00   ; 2 333.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5039005088;" Федеральное государственное бюджетное образовательное учреждение высшего образования ""Пущинский государственный естественно-научный институт"" "; Пущинский государственный естественно-научный институт ; Московская область ; Министерство образования и науки Российской Федерации ; 503 901 001.00   ; 77.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7729082090;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА"" "; МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА ; Москва ; Правительство Российской Федерации ; 772 901 001.00   ; 33 733.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7729050901;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ АКАДЕМИЯ НАРОДНОГО ХОЗЯЙСТВА И ГОСУДАРСТВЕННОЙ СЛУЖБЫ ПРИ ПРЕЗИДЕНТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ"" "; РОССИЙСКАЯ АКАДЕМИЯ НАРОДНОГО ХОЗЯЙСТВА И ГОСУДАРСТВЕННОЙ СЛУЖБЫ ПРИ ПРЕЗИДЕНТЕ РОССИЙСКОЙ ФЕДЕРАЦИИ ; Москва ; Правительство Российской Федерации ; 772 901 001.00   ; 93 133.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7714030726;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""Национальный исследовательский университет Высшая школа экономики"" "; Национальный исследовательский университет Высшая школа экономики ; Москва ; Правительство Российской Федерации ; 770 101 001.00   ; 31 103.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7701002520;" федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет)"" "; Московский государственный технический университет имени Н.Э. Баумана (национальный исследовательский университет) ; Москва ; Министерство образования и науки Российской Федерации ; 770 101 001.00   ; 21 653.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7719022052;" Федеральное государственное бюджетное образовательное учреждение высшего образования ""Российский государственный университет физической культуры. спорта. молодежи и туризма (ГЦОЛИФК)"" "; Российский государственный университет физической культуры. спорта. молодежи и туризма (ГЦОЛИФК) ; Москва ; Министерство спорта Российской Федерации ; 771 901 001.00   ; 6 152.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7728073720;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ УНИВЕРСИТЕТ ДРУЖБЫ НАРОДОВ"" "; РОССИЙСКИЙ УНИВЕРСИТЕТ ДРУЖБЫ НАРОДОВ ; Москва ; Министерство образования и науки Российской Федерации ; 772 801 001.00   ; 25 316.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7714086422;" Федеральное государственное образовательное бюджетное учреждение высшего образования ""Финансовый университет при Правительстве Российской Федерации"" "; Финансовый университет при Правительстве Российской Федерации ; Москва ; Правительство Российской Федерации ; 771 401 001.00   ; 35 445.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7705043493;" федеральное государственное бюджетное образовательное учреждение высшего образования ""Российский экономический университет имени Г.В. Плеханова"" "; Российский экономический университет имени Г.В. Плеханова ; Москва ; Министерство образования и науки Российской Федерации ; 770 501 001.00   ; 44 333.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7724068140;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЯДЕРНЫЙ УНИВЕРСИТЕТ ""МИФИ"" "; НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЯДЕРНЫЙ УНИВЕРСИТЕТ  ; Москва ; Министерство образования и науки Российской Федерации ; 772 401 001.00   ; 15 408.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7704047505; ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ПЕРВЫЙ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ И.М. СЕЧЕНОВА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ (СЕЧЕНОВСКИЙ УНИВЕРСИТЕТ) ; ПЕРВЫЙ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ И.М. ; Москва ; Министерство здравоохранения Российской Федерации ; 770 401 001.00   ; 15 403.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7715027733;" Федеральное государственное бюджетное образовательное учреждение высшего образования ""Московский государственный университет путей сообщения Императора Николая II"" (МГУПС (МИИТ)) "; Московский государственный университет путей сообщения Императора Николая II ; Москва ; Федеральное агентство железнодорожного транспорта ; 771 501 001.00   ; 31 961.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7706019535;" Федеральное государственного автономное образовательное учреждение высшего образования ""Национальный исследовательский технологический университет ""МИСиС"" "; Национальный исследовательский технологический университет  ; Москва ; Министерство образования и науки Российской Федерации ; 770 601 001.00   ; 11 473.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
5008006211;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ФИЗИКО-ТЕХНИЧЕСКИЙ ИНСТИТУТ (ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ)"" "; МОСКОВСКИЙ ФИЗИКО-ТЕХНИЧЕСКИЙ ИНСТИТУТ (ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ) ; Москва ; Министерство образования и науки Российской Федерации ; 772 701 001.00   ; 6 095.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7712038455; Федеральное государственное бюджетное образовательное учреждение высшего образования Московский авиационный институт (национальный исследовательский университет) ; Московский авиационный институт (национальный исследовательский университет) ; Москва ; Министерство образования и науки Российской Федерации ; 774 301 001.00   ; 20 407.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7728095113;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ Н. И. ПИРОГОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ "; РОССИЙСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ Н. И. ПИРОГОВА ; Москва ; Министерство здравоохранения Российской Федерации ; 772 801 001.00   ; 8 302.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7729040491;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МИРЭА - РОССИЙСКИЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"" "; МИРЭА - РОССИЙСКИЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ; Москва ; Министерство образования и науки Российской Федерации ; 772 901 001.00   ; 22 345.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
7722019652;" ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ МЭИ"" "; НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ МЭИ ; Москва ; Министерство образования и науки Российской Федерации ; 772 201 001.00   ; 15 089.00   ;;;;;;;;;;;;;;;;;;;;;;;;;;;
